fold,model,weighting_method,train_start,train_end,test_start,test_end,factor_weights,OOS_return,annualized_return,volatility,Sharpe,max_drawdown,turnover,transaction_cost,benchmark_return,annualized_excess_return,information_ratio,tracking_error,beta,jensen_alpha
6,Model_C,equal_weight,2021-03-15,2024-04-24,2024-04-25,2024-11-01,"{""volatility_20"": 0.3333333333333333, ""volatility_60"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",0.0747672635280785,0.15512467075163405,0.2878777456323115,0.6423685885876367,-0.22290153750013497,31.336171788226583,0.031336171788226584,0.10461094609866994,-0.04410082849694956,-0.12322809269085824,0.357879664725357,0.13082291680927305,0.15496197462447775
7,Model_C,equal_weight,2021-09-14,2024-11-01,2024-11-04,2025-05-13,"{""volatility_20"": 0.3333333333333333, ""volatility_60"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",0.038703381298702766,0.07890471432135837,0.214402183173075,0.4623886056128732,-0.12949137694833424,31.406666666666663,0.031406666666666666,0.0016041048632153831,0.07909368534046127,0.26612411739325403,0.297206003406237,-0.13310660320795722,0.10180504088946192
8,Model_C,equal_weight,2022-03-28,2025-05-13,2025-05-14,2025-11-14,"{""volatility_20"": 0.3333333333333333, ""volatility_60"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",0.2074668065938916,0.45797608902605047,0.11686129407607307,3.286879191480945,-0.04627915713617792,33.76502607871029,0.0337650260787103,0.18784167381026795,0.030221985549631986,0.1582950936742536,0.19092180842840323,-0.10259791277864476,0.42041702029421346
9,Model_C,equal_weight,2022-09-29,2025-11-14,2025-11-17,2025-12-24,"{""volatility_20"": 0.3333333333333333, ""volatility_60"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",-0.03871892123693166,-0.29910405691725317,0.15378761439438776,-2.2345041794746012,-0.047547622164260894,7.988316737790421,0.007988316737790421,0.0012791315733753361,-0.3641123860917728,-1.8392048042410214,0.19797272454495896,0.08108523913816748,-0.34529915108081555
0,Model_C,rolling_ic_weight,2018-01-29,2021-03-12,2021-03-15,2021-09-13,"{""volatility_20"": 0.08243334583925029, ""volatility_60"": 0.11406804444505185, ""volume_change_20"": -0.8034986097156979}",0.09353114520760464,0.1958103655390553,0.1531191673622512,1.2443865249342037,-0.08428341733057698,58.85671016636991,0.0588567101663699,-0.03006385070671025,0.23508813273042065,1.0130058223849976,0.2320698731789464,0.041686710529427344,0.19239651750932982
1,Model_C,rolling_ic_weight,2018-08-07,2021-09-13,2021-09-14,2022-03-25,"{""volatility_20"": 0.18012871311759962, ""volatility_60"": 0.1567782629773606, ""volume_change_20"": -0.6630930239050397}",-0.14470161633952927,-0.26846467490778625,0.22242355901259722,-1.2930172878128716,-0.21110431394201978,52.67395968726613,0.052673959687266146,-0.16369103664913054,0.053644778485568735,0.19822842682377925,0.2706210171019406,0.13068050239098916,-0.2430037937132174
2,Model_C,rolling_ic_weight,2019-02-18,2022-03-25,2022-03-28,2022-09-28,"{""volatility_20"": 0.13574351082066796, ""volatility_60"": 0.2505608634797356, ""volume_change_20"": -0.6136956256995963}",-0.09935810008576251,-0.1888441681188726,0.23760783149399317,-0.7613825376218607,-0.1796551517728091,51.597986005799875,0.051597986005799894,-0.08284925153967948,-0.026382852273749216,-0.08889845761038448,0.29677514079465156,0.07168776202780706,-0.16983271578382753
3,Model_C,rolling_ic_weight,2019-08-20,2022-09-28,2022-09-29,2023-04-10,"{""volatility_20"": 0.22714776451746527, ""volatility_60"": 0.3120173074385835, ""volume_change_20"": -0.46083492804395115}",0.11775898387089723,0.24938514602410078,0.1481928343083338,1.576684447672376,-0.07016963454688496,44.831348191450495,0.044831348191450494,0.07211306157948782,0.07989693872537905,0.3631912005718006,0.21998588787280912,0.048629854182135016,0.22617618587740346
4,Model_C,rolling_ic_weight,2020-03-02,2023-04-10,2023-04-11,2023-10-18,"{""volatility_20"": 0.24719252668371872, ""volatility_60"": 0.402517576284229, ""volume_change_20"": -0.35028989703205227}",-0.02505828017373457,-0.04948864294220379,0.13585765182826953,-0.3062249327755563,-0.08161915250740892,38.9033199195171,0.03890331991951711,-0.12040264957452318,0.2053468602689456,1.0577250307271178,0.19414011610161377,-0.0010836464051726966,-0.041870606626818144
5,Model_C,rolling_ic_weight,2020-09-02,2023-10-18,2023-10-19,2024-04-24,"{""volatility_20"": 0.2715484989489587, ""volatility_60"": 0.41622336999915527, ""volume_change_20"": -0.312228131051886}",-0.038291347762242856,-0.07511646821103668,0.22590338406819568,-0.23314806393699022,-0.20762610102781287,30.100754864453496,0.030100754864453495,-0.024638700707364403,-0.013716832331244004,-0.05409057341145861,0.2535900706191851,0.19979795449757565,-0.044886385869584045
6,Model_C,rolling_ic_weight,2021-03-15,2024-04-24,2024-04-25,2024-11-01,"{""volatility_20"": 0.3216565729638944, ""volatility_60"": 0.3483520276855616, ""volume_change_20"": -0.329991399350544}",0.11144211466419818,0.23530357424922466,0.2666331881042594,0.924610231811132,-0.1751942626624663,30.066641984450207,0.030066641984450204,0.10461094609866994,0.017507324217052218,0.04937539121764613,0.3545759088749322,0.05383747031184451,0.2342016768531946
7,Model_C,rolling_ic_weight,2021-09-14,2024-11-01,2024-11-04,2025-05-13,"{""volatility_20"": 0.31267864937125484, ""volatility_60"": 0.28056178556828404, ""volume_change_20"": -0.40675956506046107}",0.10917020832321889,0.23025855103177273,0.23050798874778985,1.0169447916380436,-0.14629227030366254,38.60752963489806,0.03860752963489806,0.0016041048632153831,0.21437045741073288,0.8212987250626917,0.2610139902437684,0.27591271548868795,0.228883658305061
8,Model_C,rolling_ic_weight,2022-03-28,2025-05-13,2025-05-14,2025-11-14,"{""volatility_20"": 0.3044808561972581, ""volatility_60"": 0.2699400000304413, ""volume_change_20"": -0.42557914377230055}",0.20686670394329965,0.4565272410869641,0.12294983570496937,3.1220202691550023,-0.065177460963311,41.89227121858701,0.041892271218587004,0.18784167381026795,0.029964908921643756,0.15507075774344203,0.1932337815181082,-0.08747802327549405,0.4148092117796136
9,Model_C,rolling_ic_weight,2022-09-29,2025-11-14,2025-11-17,2025-12-24,"{""volatility_20"": 0.2766572518079422, ""volatility_60"": 0.21486531822412472, ""volume_change_20"": -0.5084774299679332}",-0.031562295909394966,-0.25071816334353103,0.1553660430447844,-1.7812227396525329,-0.054941517539383145,10.782029397818869,0.010782029397818872,0.0012791315733753361,-0.2972148478172894,-1.4193721476994392,0.20939881644079328,-0.031218391863419723,-0.2761023847466641
0,Model_C,rolling_icir_weight,2018-01-29,2021-03-12,2021-03-15,2021-09-13,"{""volatility_20"": 0.06490267585584407, ""volatility_60"": 0.08841121264990735, ""volume_change_20"": -0.8466861114942487}",0.11522541157410715,0.24372771862063658,0.15925539076821316,1.449283327919322,-0.08892256971794532,59.4449016911652,0.05944490169116518,-0.03006385070671025,0.2753548868773383,1.1593753518662016,0.2375027953062054,0.03212660698192752,0.23223738143161204
1,Model_C,rolling_icir_weight,2018-08-07,2021-09-13,2021-09-14,2022-03-25,"{""volatility_20"": 0.15175437623512744, ""volatility_60"": 0.13346354378796774, ""volume_change_20"": -0.7147820799769048}",-0.1452306592149688,-0.26936937405392325,0.2303967981890186,-1.245855329166342,-0.21034396893095608,54.851058283114725,0.054851058283114734,-0.16369103664913054,0.054201206659072486,0.1961967492185171,0.2762594532017708,0.13886921294268542,-0.23965303123570797
2,Model_C,rolling_icir_weight,2019-02-18,2022-03-25,2022-03-28,2022-09-28,"{""volatility_20"": 0.11618924479734516, ""volatility_60"": 0.21843288633198127, ""volume_change_20"": -0.6653778688706735}",-0.08045838945037176,-0.15444322646779585,0.2438368458932406,-0.5655606822232246,-0.1850996355069745,54.10955915609121,0.05410955915609121,-0.08284925153967948,0.016623068513434494,0.055124555699856984,0.3015546937728447,0.07357311444006077,-0.12653545601053198
3,Model_C,rolling_icir_weight,2019-08-20,2022-09-28,2022-09-29,2023-04-10,"{""volatility_20"": 0.19842404766165908, ""volatility_60"": 0.2756540471508303, ""volume_change_20"": -0.5259219051875106}",0.09950690246194305,0.20891542856145673,0.14740837237790072,1.3607796226997384,-0.06790573920134213,48.733857021069305,0.048733857021069305,0.07211306157948782,0.04683391096212214,0.21394350595202868,0.21890784089807072,0.052749665598479406,0.19247971074874368
4,Model_C,rolling_icir_weight,2020-03-02,2023-04-10,2023-04-11,2023-10-18,"{""volatility_20"": 0.2202753851259968, ""volatility_60"": 0.36338346232301133, ""volume_change_20"": -0.4163411525509918}",-0.042819334061606984,-0.08380517275373445,0.13885815085103118,-0.5614239459677698,-0.08200206651712383,43.64934048736866,0.04364934048736866,-0.12040264957452318,0.1689915695865286,0.8604898514680823,0.1963899624129349,-0.002499590670716946,-0.07857556454818215
5,Model_C,rolling_icir_weight,2020-09-02,2023-10-18,2023-10-19,2024-04-24,"{""volatility_20"": 0.24630644387037176, ""volatility_60"": 0.3782934756134626, ""volume_change_20"": -0.37540008051616564}",-0.05795592457104892,-0.11255295994921277,0.22983198432956908,-0.4049528802926792,-0.21519552009430643,35.50163519684069,0.03550163519684068,-0.024638700707364403,-0.0541190197365708,-0.2133100106832221,0.25371064191141374,0.23890133416298165,-0.08376541435165974
6,Model_C,rolling_icir_weight,2021-03-15,2024-04-24,2024-04-25,2024-11-01,"{""volatility_20"": 0.28710434379097816, ""volatility_60"": 0.3018109428285807, ""volume_change_20"": -0.41108471338044117}",0.1250008756799308,0.2656269702806111,0.26943633100962133,1.0074211828656687,-0.17609995259754296,36.93706034801926,0.03693706034801926,0.10461094609866994,0.04241141764813049,0.12096507551909749,0.35060878080826513,0.08895693000512521,0.2510625553562044
7,Model_C,rolling_icir_weight,2021-09-14,2024-11-01,2024-11-04,2025-05-13,"{""volatility_20"": 0.2733477892806198, ""volatility_60"": 0.23096712516879409, ""volume_change_20"": -0.4956850855505861}",0.044402641928022346,0.09077687846623284,0.2643839150432192,0.46555643914485,-0.19378539983146437,45.245101944049324,0.045245101944049314,0.0016041048632153831,0.10304219287740286,0.36570818552924506,0.28176069597206965,0.35817069894122733,0.11590666071903737
8,Model_C,rolling_icir_weight,2022-03-28,2025-05-13,2025-05-14,2025-11-14,"{""volatility_20"": 0.2640023900674689, ""volatility_60"": 0.22083216625655525, ""volume_change_20"": -0.5151654436759758}",0.21496888746525045,0.47614939750854846,0.13106033256230795,3.038900943457309,-0.07285132688611762,48.737505926979615,0.04873750592697961,0.18784167381026795,0.0443923980348781,0.22270988068107925,0.19932837240592866,-0.0962642221204816,0.43234602218201396
9,Model_C,rolling_icir_weight,2022-09-29,2025-11-14,2025-11-17,2025-12-24,"{""volatility_20"": 0.23332484974022125, ""volatility_60"": 0.17144040023491228, ""volume_change_20"": -0.5952347500248665}",-0.032366581746059,-0.2563000899581268,0.16579464365613417,-1.7045066527120105,-0.05945945755870552,11.896500711237556,0.01189650071123755,0.0012791315733753361,-0.30307139207198314,-1.3685115460791923,0.2214606029012233,-0.08101836238254317,-0.2809393583199202
0,Model_D,equal_weight,2018-01-29,2021-03-12,2021-03-15,2021-09-13,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",0.21442321625394212,0.47482374817656914,0.17450566071645646,2.31490996538491,-0.06745616126658505,39.55871526542566,0.039558715265425655,-0.03006385070671025,0.4485135971642933,1.9133514344117752,0.23441255437853245,0.130813536641581,0.40979246655200835
1,Model_D,equal_weight,2018-08-07,2021-09-13,2021-09-14,2022-03-25,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",-0.05294636389932661,-0.10308941034849328,0.21053460410803304,-0.41132026232179736,-0.1545660779744379,36.93261975479717,0.03693261975479716,-0.16369103664913054,0.2546451369161914,0.9698475641164948,0.26256202143289015,0.1174624832524716,-0.04651398234328079
2,Model_D,equal_weight,2019-02-18,2022-03-25,2022-03-28,2022-09-28,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",-0.10998049167046886,-0.20786527479285966,0.23483630166733876,-0.8739440581117347,-0.19265835498209072,35.2592697984155,0.03525926979841548,-0.08284925153967948,-0.05070618904313076,-0.1783992400399406,0.28422872783414604,0.1526972817683229,-0.1816378457748749
3,Model_D,equal_weight,2019-08-20,2022-09-28,2022-09-29,2023-04-10,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",0.0885693823825826,0.18498330026079746,0.15463249344011143,1.1747769393624108,-0.08466966399269604,36.58722445499941,0.036587224454999394,0.07211306157948782,0.027902288984492103,0.12227480952829128,0.2281932729409505,0.01911724553433298,0.17871928854915028
4,Model_D,equal_weight,2020-03-02,2023-04-10,2023-04-11,2023-10-18,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",-0.09788265859358236,-0.1861843023338169,0.1349431501301842,-1.4591426147718336,-0.10954020666577335,33.215649452269176,0.03321564945226918,-0.12040264957452318,0.05004855964059725,0.27684752493534126,0.18078023147321357,0.12296208711380259,-0.16653583065871164
5,Model_D,equal_weight,2020-09-02,2023-10-18,2023-10-19,2024-04-24,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",-0.09716434987741074,-0.18488778886772161,0.21685288424239305,-0.8344686772462445,-0.22760459900713625,28.039708338475467,0.02803970833847546,-0.024638700707364403,-0.14200483516971255,-0.5881439779619733,0.24144570120701625,0.24513114129277983,-0.17140856568770604
6,Model_D,equal_weight,2021-03-15,2024-04-24,2024-04-25,2024-11-01,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",0.05324353319584252,0.10932194021886188,0.30875417424968415,0.48739915965682873,-0.22714718401550416,30.7095149944465,0.030709514994446508,0.10461094609866994,-0.07853792457473407,-0.21684580540791398,0.36218327777654935,0.20723759127918098,0.10302404978145366
7,Model_D,equal_weight,2021-09-14,2024-11-01,2024-11-04,2025-05-13,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",0.013847953174692673,0.027887672156513776,0.24963553687403764,0.23550338988838126,-0.15457217293930336,35.3749834044571,0.03537498340445709,0.0016041048632153831,0.03874657399314907,0.1217333188086686,0.31829062390098856,-0.08271148828488112,0.06044783802056619
8,Model_D,equal_weight,2022-03-28,2025-05-13,2025-05-14,2025-11-14,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",0.21757483687697143,0.4824884833959835,0.1426810295568839,2.832229139800165,-0.051916158791427414,37.45382645803699,0.03745382645803699,0.18784167381026795,0.05021839936914713,0.22595416649545613,0.2222503800130502,-0.2676321993406431,0.4988169177706346
9,Model_D,equal_weight,2022-09-29,2025-11-14,2025-11-17,2025-12-24,"{""momentum_20"": 0.2, ""momentum_60"": 0.2, ""volatility_20"": 0.2, ""volatility_60"": 0.2, ""volume_change_20"": 0.2}",-0.04215728656320161,-0.32134696108283556,0.16999367658904743,-2.1960639153140287,-0.0523751828490957,7.773735197945724,0.007773735197945725,0.0012791315733753361,-0.3937902979648554,-1.9230215138614597,0.20477685513466662,0.1486519469583716,-0.3763603777152652
0,Model_D,rolling_ic_weight,2018-01-29,2021-03-12,2021-03-15,2021-09-13,"{""momentum_20"": -0.22788778352065678, ""momentum_60"": -0.10843768632388293, ""volatility_20"": 0.05470891206900701, ""volatility_60"": 0.07570405580282197, ""volume_change_20"": -0.5332615622836314}",0.08612221560717437,0.1796614672354373,0.1633938042097229,1.0926810710066737,-0.10448743857918508,51.6715971241136,0.05167159712411358,-0.03006385070671025,0.22308602113542494,0.9463594764249856,0.23573074153403709,0.0648879949468396,0.1814279930698774
1,Model_D,rolling_ic_weight,2018-08-07,2021-09-13,2021-09-14,2022-03-25,"{""momentum_20"": -0.019785921264949973, ""momentum_60"": -0.02617728423041495, ""volatility_20"": 0.17184942006095977, ""volatility_60"": 0.14957223145892581, ""volume_change_20"": -0.6326151429847494}",-0.13893243198134586,-0.2585626433064404,0.2252249553702344,-1.2145662871942808,-0.20273578277240945,52.76196677426515,0.05276196677426515,-0.16369103664913054,0.0676916476782001,0.24797335703359052,0.2729795187997983,0.13024469070115957,-0.22910564189767346
2,Model_D,rolling_ic_weight,2019-02-18,2022-03-25,2022-03-28,2022-09-28,"{""momentum_20"": 0.2807578924438711, ""momentum_60"": 0.14573817820972568, ""volatility_20"": 0.07784943683892909, ""volatility_60"": 0.14369763974605607, ""volume_change_20"": -0.3519568527614181}",-0.09960015905967878,-0.1892801264346442,0.24459057584501676,-0.7349033302765144,-0.17501687414700806,45.05613643014872,0.04505613643014874,-0.08284925153967948,-0.02522282731477832,-0.08319375108382707,0.3031817532709095,0.06523120255429,-0.16967040747377635
3,Model_D,rolling_ic_weight,2019-08-20,2022-09-28,2022-09-29,2023-04-10,"{""momentum_20"": 0.2199354113851948, ""momentum_60"": -0.05422198138525301, ""volatility_20"": 0.16487352562372135, ""volatility_60"": 0.22647545593196622, ""volume_change_20"": -0.3344936256738646}",0.12734454367494585,0.270905720153672,0.1468848042959691,1.7058284679845401,-0.062202329732640504,46.875398855194256,0.04687539885519425,0.07211306157948782,0.09680388229734181,0.4485236105225505,0.215827840555731,0.07298333798993059,0.23933862549095064
4,Model_D,rolling_ic_weight,2020-03-02,2023-04-10,2023-04-11,2023-10-18,"{""momentum_20"": 0.03799865032034019, ""momentum_60"": -0.1785061103963492, ""volatility_20"": 0.19367416784310634, ""volatility_60"": 0.31537060474655026, ""volume_change_20"": -0.274450466693654}",-0.04116373487772529,-0.08063301668636691,0.14663070008056842,-0.5006880980588083,-0.08727419608710862,40.212832550860725,0.04021283255086073,-0.12040264957452318,0.17353361422673097,0.857088096005317,0.20246881859114568,-0.007856887620925299,-0.07535650364285028
5,Model_D,rolling_ic_weight,2020-09-02,2023-10-18,2023-10-19,2024-04-24,"{""momentum_20"": -0.013683683621758945, ""momentum_60"": -0.12319277145369184, ""volatility_20"": 0.23437990303176542, ""volatility_60"": 0.3592521905941131, ""volume_change_20"": -0.2694914512986706}",-0.05849125981284353,-0.11356129215119348,0.23834168419853155,-0.3869994482953167,-0.23369745175457757,31.877010572216054,0.03187701057221605,-0.024638700707364403,-0.05328599598953833,-0.2017428774556357,0.26412826396439293,0.20700256717726478,-0.08417491470333023
6,Model_D,rolling_ic_weight,2021-03-15,2024-04-24,2024-04-25,2024-11-01,"{""momentum_20"": -0.02736074265725868, ""momentum_60"": -0.13535543363412111, ""volatility_20"": 0.26931784533222025, ""volatility_60"": 0.29166951773721816, ""volume_change_20"": -0.2762964606391818}",0.13070216200085705,0.2784873791534124,0.2773910897396221,1.02306763632225,-0.16476000846977423,31.150314698259905,0.0311503146982599,0.10461094609866994,0.054765396872200306,0.1516338701234225,0.36116862827298396,0.06309752578517007,0.2693389703998859
7,Model_D,rolling_ic_weight,2021-09-14,2024-11-01,2024-11-04,2025-05-13,"{""momentum_20"": -0.116227512346042, ""momentum_60"": -0.17577787838969117, ""volatility_20"": 0.22137479818688025, ""volatility_60"": 0.19863623174790226, ""volume_change_20"": -0.28798357932948426}",0.0742461978953517,0.15400489369261905,0.24501495262257442,0.7107116190210053,-0.1718717224296884,35.29672830725464,0.03529672830725462,0.0016041048632153831,0.15409153248545193,0.5600365330881704,0.2751455010189349,0.2657749441658901,0.16880792920295742
8,Model_D,rolling_ic_weight,2022-03-28,2025-05-13,2025-05-14,2025-11-14,"{""momentum_20"": -0.17936538738255242, ""momentum_60"": -0.1503699953180321, ""volatility_20"": 0.20408274455405362, ""volatility_60"": 0.18093123081420798, ""volume_change_20"": -0.285250641931154}",0.22181939245589954,0.4928426277813034,0.1247770118854197,3.2757280726768965,-0.04597495707714483,36.69678520625889,0.03669678520625889,0.18784167381026795,0.05484859041925996,0.2791281840555744,0.19649964981085402,-0.10916025374452722,0.44736595212592983
9,Model_D,rolling_ic_weight,2022-09-29,2025-11-14,2025-11-17,2025-12-24,"{""momentum_20"": -0.1720283899235446, ""momentum_60"": -0.12338934610583975, ""volatility_20"": 0.1949277928227286, ""volatility_60"": 0.15139029236312054, ""volume_change_20"": -0.35826417878476646}",-0.025291720929542683,-0.20590603695065868,0.17232644250041362,-1.2537319263244562,-0.04946839091688793,10.542342342342343,0.010542342342342342,0.0012791315733753361,-0.23652448168876927,-1.0482704490369221,0.22563307198640534,-0.07177210831152522,-0.21458174944563632
0,Model_D,rolling_icir_weight,2018-01-29,2021-03-12,2021-03-15,2021-09-13,"{""momentum_20"": -0.2009849431197213, ""momentum_60"": -0.09794722397558446, ""volatility_20"": 0.045501178311972416, ""volatility_60"": 0.06198225725694663, ""volume_change_20"": -0.5935843973357752}",0.094115582998056,0.19708890895917608,0.16477138024911045,1.173998571714889,-0.10314064413136537,53.263208613854026,0.053263208613854016,-0.03006385070671025,0.2379900692276366,1.0089577385881496,0.2358771434378013,0.07066048594475341,0.19658919815579654
1,Model_D,rolling_icir_weight,2018-08-07,2021-09-13,2021-09-14,2022-03-25,"{""momentum_20"": -0.01648277749173869, ""momentum_60"": -0.022284112862000726, ""volatility_20"": 0.14587133097092014, ""volatility_60"": 0.1282895772197181, ""volume_change_20"": -0.6870722014556223}",-0.1426779993887468,-0.2649989872679184,0.23049204345002222,-1.219394517324734,-0.2085463504774484,54.457929100469414,0.05445792910046942,-0.16369103664913054,0.060181551435792006,0.21721848161091242,0.2770553913713052,0.13270691496826703,-0.2357755231037462
2,Model_D,rolling_icir_weight,2019-02-18,2022-03-25,2022-03-28,2022-09-28,"{""momentum_20"": 0.25344814000680493, ""momentum_60"": 0.13072046265809542, ""volatility_20"": 0.07155298497885902, ""volatility_60"": 0.13451782961376302, ""volume_change_20"": -0.40976058274247756}",-0.09824992523770004,-0.18684680266618647,0.23959072512380122,-0.742832760193845,-0.1694015470289144,48.9518450528108,0.04895184505281082,-0.08284925153967948,-0.02344823823258321,-0.07809991522020111,0.30023385001726804,0.056534053479388884,-0.1692397679773873
3,Model_D,rolling_icir_weight,2019-08-20,2022-09-28,2022-09-29,2023-04-10,"{""momentum_20"": 0.1964493030641453, ""momentum_60"": -0.047269413615323864, ""volatility_20"": 0.1500643934072137, ""volatility_60"": 0.20847199653172804, ""volume_change_20"": -0.397744893381589}",0.1231803717262987,0.2615341474312265,0.1486182866232236,1.637765305279305,-0.06953172337128888,51.54177323103155,0.051541773231031526,0.07211306157948782,0.08964547517651081,0.41104591182126254,0.21809114894078274,0.06496019422919747,0.23341382805849564
4,Model_D,rolling_icir_weight,2020-03-02,2023-04-10,2023-04-11,2023-10-18,"{""momentum_20"": 0.03404330252750513, ""momentum_60"": -0.15574926164582586, ""volatility_20"": 0.17846875495866585, ""volatility_60"": 0.294415983230544, ""volume_change_20"": -0.33732269763745915}",-0.05650702840921851,-0.10982101255879684,0.14836462992985958,-0.7105123894006594,-0.08939742359235758,45.86440867426782,0.04586440867426784,-0.12040264957452318,0.1415349528530932,0.6930358115266568,0.20422458767507606,-0.013134187770218063,-0.10865839355252657
5,Model_D,rolling_icir_weight,2020-09-02,2023-10-18,2023-10-19,2024-04-24,"{""momentum_20"": -0.01204658819501911, ""momentum_60"": -0.1042152211365003, ""volatility_20"": 0.21767041105599, ""volatility_60"": 0.33431239168033244, ""volume_change_20"": -0.33175538793215814}",-0.06112972412155915,-0.11852260507194035,0.24579141534574775,-0.39073036300352326,-0.23201114874343298,37.98022337405899,0.037980223374059,-0.024638700707364403,-0.057086064640123585,-0.21253228082014639,0.26859950130790805,0.23469702985895444,-0.08689622575497645
6,Model_D,rolling_icir_weight,2021-03-15,2024-04-24,2024-04-25,2024-11-01,"{""momentum_20"": -0.023740708056768502, ""momentum_60"": -0.11467649257899389, ""volatility_20"": 0.24736416423306343, ""volatility_60"": 0.2600351170010084, ""volume_change_20"": -0.35418351813016574}",0.08211918963004727,0.17098194056559013,0.28344112629213225,0.6968926852249979,-0.19429752853741078,38.96593854128101,0.03896593854128101,0.10461094609866994,-0.03149640203964648,-0.08633579021926181,0.3648128077551264,0.06920183902464748,0.18167913450790982
7,Model_D,rolling_icir_weight,2021-09-14,2024-11-01,2024-11-04,2025-05-13,"{""momentum_20"": -0.10260196686197118, ""momentum_60"": -0.15091437458365764, ""volatility_20"": 0.2040496577999464, ""volatility_60"": 0.17241318460178678, ""volume_change_20"": -0.370020816152638}",0.03650633077988252,0.07434537374677519,0.26819848889317877,0.4064346861618356,-0.20526172575724166,41.58580369843528,0.041585803698435286,0.0016041048632153831,0.08896172748508502,0.3103760322313927,0.2866256355090007,0.3472073681015696,0.1020459382035112
8,Model_D,rolling_icir_weight,2022-03-28,2025-05-13,2025-05-14,2025-11-14,"{""momentum_20"": -0.1603144294441379, ""momentum_60"": -0.13606943519476958, ""volatility_20"": 0.18575634142536412, ""volatility_60"": 0.15538107538485565, ""volume_change_20"": -0.3624787185508727}",0.23456509204065212,0.5241509664853439,0.13038878928782874,3.2996611814551895,-0.04969499086075979,41.856756756756766,0.04185675675675676,0.18784167381026795,0.07635185627144057,0.3791282233245842,0.20138795155345965,-0.12272354572186965,0.47366909028243304
9,Model_D,rolling_icir_weight,2022-09-29,2025-11-14,2025-11-17,2025-12-24,"{""momentum_20"": -0.15041710336106387, ""momentum_60"": -0.11041173652329496, ""volatility_20"": 0.17246699986628702, ""volatility_60"": 0.12672379953232996, ""volume_change_20"": -0.4399803607170243}",-0.024924064468712426,-0.20320620153031033,0.17680210041792643,-1.1984888052717857,-0.051608351788850926,11.313304883831199,0.011313304883831199,0.0012791315733753361,-0.23236865707550808,-1.0121654574124206,0.2295757629089157,-0.078029666003451,-0.21029781185773674
0,Model_E,equal_weight,2018-01-29,2021-03-12,2021-03-15,2021-09-13,"{""momentum_20"": 0.3333333333333333, ""volatility_20"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",0.08726241524093803,0.18213955959555794,0.18682674216369213,0.9889726389958174,-0.0698678929648785,49.429640571892875,0.04942964057189288,-0.03006385070671025,0.229315240388308,0.9926311755101976,0.2310175683031952,0.22172183865733294,0.19464395682781893
1,Model_E,equal_weight,2018-08-07,2021-09-13,2021-09-14,2022-03-25,"{""momentum_20"": 0.3333333333333333, ""volatility_20"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",-0.006343888698515543,-0.012647532473211931,0.22149150298541873,0.0529886903213597,-0.15464115845459403,47.91556859359278,0.04791556859359278,-0.16369103664913054,0.35297883016623,1.2748545457813851,0.2768777279998495,0.07101223766597702,0.03596892294052036
2,Model_E,equal_weight,2019-02-18,2022-03-25,2022-03-28,2022-09-28,"{""momentum_20"": 0.3333333333333333, ""volatility_20"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",-0.14064004926041895,-0.26150047506486485,0.2480820345968692,-1.0964433948471106,-0.19982686000233596,46.512903397451225,0.046512903397451254,-0.08284925153967948,-0.11748030678599483,-0.3912363525936118,0.30027962894344057,0.11225730391182864,-0.25466105629770364
3,Model_E,equal_weight,2019-08-20,2022-09-28,2022-09-29,2023-04-10,"{""momentum_20"": 0.3333333333333333, ""volatility_20"": 0.3333333333333333, ""volume_change_20"": 0.3333333333333333}",0.048486697813447055,0.09932435549174667,0.15680483925420183,0.6817500594619683,-0.11957889235874586,49.04290585799537,0.04904290585799538,0.07211306157948782,-0.04685468989958361,-0.2048836658160294,0.2286892403694871,0.02680070298225244,0.10278092892073751
