factor_name,subsample,mean_ic,mean_rank_ic,ic_std,rank_ic_std,icir,rank_icir,positive_ic_ratio,t_stat,p_value,observations,Q5-Q1,monotonicity
volatility_20,2018-2021,0.005685950403362248,0.053157546604663514,0.18119758236695588,0.1742459676615174,0.03137983591771789,0.30507188957121256,0.534102833158447,0.9687174404429919,0.33268618840191033,953,0.00037506218768345684,0.5
volatility_20,2022-2025,0.025331253916625093,0.07783097910203662,0.17790310788031,0.1892689773203549,0.14238792238338807,0.41121889178013915,0.5695020746887967,4.420909963434459,9.828612345108567e-06,964,0.0032030842588594696,0.5
momentum_20,2018-2021,-0.0321577958779433,-0.053236539074797834,0.17330750743143084,0.17191630569835895,-0.18555339208641344,-0.30966544365027043,0.4302203567681007,-5.728162744980269,1.0152414686714906e-08,953,-0.00517065243308918,0.0
momentum_20,2022-2025,-0.03932609216138916,-0.05985462059645691,0.1676550969690944,0.1612398652741929,-0.23456544341529054,-0.37121477678409404,0.4149377593360996,-7.282869842569332,3.268496584496461e-13,964,-0.005125767678372253,0.25
momentum_60,2018-2021,-0.020808476701261753,-0.04232825728775143,0.17516051144665462,0.1663266888886028,-0.11879661990824343,-0.2544886666751405,0.4359255202628697,-3.5895455828255476,0.0003312549055187741,913,-0.0040880743809171265,0.25
momentum_60,2022-2025,-0.03493400753944251,-0.06055165844296914,0.1690226918724867,0.16816928140812337,-0.20668235224769263,-0.3600637282621118,0.42738589211618255,-6.417145885854262,1.3885292915460923e-10,964,-0.004927827526406834,0.0
