target,orthogonalized_to,mean_ic,mean_rank_ic,ic_std,rank_ic_std,icir,rank_icir,positive_ic_ratio,t_stat,p_value,observations,Q5-Q1,monotonicity
volatility_20,volatility_60,0.013026422200450584,0.03187739761702303,0.127649719012359,0.11842910500411567,0.10204818546595759,0.26916861033371164,0.555673947789025,4.421172124956337,9.816693475439564e-06,1877,0.0008905636631098559,0.5
volatility_60,volatility_20,-0.0034430127178832625,0.003196021617857117,0.13853803095969272,0.14645584847376328,-0.024852473317489247,0.02182242396710887,0.4928076718167288,-1.0767174523074559,0.281606513114675,1877,-0.0006988188377252602,0.25
