date,factor_name,window,rolling_mean_rank_ic
2018-05-28,momentum_20,120,
2018-05-29,momentum_20,120,
2018-05-30,momentum_20,120,
2018-05-31,momentum_20,120,
2018-06-01,momentum_20,120,
2018-06-04,momentum_20,120,
2018-06-05,momentum_20,120,
2018-06-06,momentum_20,120,
2018-06-07,momentum_20,120,
2018-06-08,momentum_20,120,
2018-06-11,momentum_20,120,
2018-06-12,momentum_20,120,
2018-06-13,momentum_20,120,
2018-06-14,momentum_20,120,
2018-06-15,momentum_20,120,
2018-06-19,momentum_20,120,
2018-06-20,momentum_20,120,
2018-06-21,momentum_20,120,
2018-06-22,momentum_20,120,
2018-06-25,momentum_20,120,
2018-06-26,momentum_20,120,
2018-06-27,momentum_20,120,
2018-06-28,momentum_20,120,
2018-06-29,momentum_20,120,
2018-07-02,momentum_20,120,
2018-07-03,momentum_20,120,
2018-07-04,momentum_20,120,
2018-07-05,momentum_20,120,
2018-07-06,momentum_20,120,
2018-07-09,momentum_20,120,
2018-07-10,momentum_20,120,
2018-07-11,momentum_20,120,
2018-07-12,momentum_20,120,
2018-07-13,momentum_20,120,
2018-07-16,momentum_20,120,
2018-07-17,momentum_20,120,
2018-07-18,momentum_20,120,
2018-07-19,momentum_20,120,
2018-07-20,momentum_20,120,
2018-07-23,momentum_20,120,
2018-07-24,momentum_20,120,
2018-07-25,momentum_20,120,
2018-07-26,momentum_20,120,
2018-07-27,momentum_20,120,
2018-07-30,momentum_20,120,-0.06574997508486125
2018-07-31,momentum_20,120,-0.06348663396884598
2018-08-01,momentum_20,120,-0.061050845230923925
2018-08-02,momentum_20,120,-0.0590986080956513
2018-08-03,momentum_20,120,-0.05871236133780798
2018-08-06,momentum_20,120,-0.058595303495300274
2018-08-07,momentum_20,120,-0.05676984725453683
2018-08-08,momentum_20,120,-0.055628102433328476
2018-08-09,momentum_20,120,-0.054970902974566936
2018-08-10,momentum_20,120,-0.049484094146505314
2018-08-13,momentum_20,120,-0.04273231009863785
2018-08-14,momentum_20,120,-0.038215259861058073
2018-08-15,momentum_20,120,-0.03461042630126606
2018-08-16,momentum_20,120,-0.03166736821170338
2018-08-17,momentum_20,120,-0.03164202231105753
2018-08-20,momentum_20,120,-0.03280367406573888
2018-08-21,momentum_20,120,-0.0335877797448268
2018-08-22,momentum_20,120,-0.0340372799749042
2018-08-23,momentum_20,120,-0.03299865276118326
2018-08-24,momentum_20,120,-0.030157095036468334
2018-08-27,momentum_20,120,-0.02798322556682576
2018-08-28,momentum_20,120,-0.02595457144609572
2018-08-29,momentum_20,120,-0.023547817032898585
2018-08-30,momentum_20,120,-0.021595872061444296
2018-08-31,momentum_20,120,-0.021557163814685473
2018-09-03,momentum_20,120,-0.021943066326186124
2018-09-04,momentum_20,120,-0.023152754498393362
2018-09-05,momentum_20,120,-0.02282548734767749
2018-09-06,momentum_20,120,-0.02405007849863048
2018-09-07,momentum_20,120,-0.022626639677702794
2018-09-10,momentum_20,120,-0.02222935064010537
2018-09-11,momentum_20,120,-0.02309095523507653
2018-09-12,momentum_20,120,-0.025462654624472603
2018-09-13,momentum_20,120,-0.028003382068972363
2018-09-14,momentum_20,120,-0.030626921451603846
2018-09-17,momentum_20,120,-0.03278107317774056
2018-09-18,momentum_20,120,-0.03416499265919084
2018-09-19,momentum_20,120,-0.034403630660671765
2018-09-20,momentum_20,120,-0.03681273293903924
2018-09-21,momentum_20,120,-0.03587514135662952
2018-09-25,momentum_20,120,-0.03339405342897859
2018-09-26,momentum_20,120,-0.032149414039830224
2018-09-27,momentum_20,120,-0.031305344058382055
2018-09-28,momentum_20,120,-0.0295515350455457
2018-10-08,momentum_20,120,-0.02841163983417353
2018-10-09,momentum_20,120,-0.0289214828216541
2018-10-10,momentum_20,120,-0.02896181390956721
2018-10-11,momentum_20,120,-0.028551131647552696
2018-10-12,momentum_20,120,-0.027657666132214247
2018-10-15,momentum_20,120,-0.02864659209575929
2018-10-16,momentum_20,120,-0.030707104386017738
2018-10-17,momentum_20,120,-0.03451017266848956
2018-10-18,momentum_20,120,-0.03805801224110869
2018-10-19,momentum_20,120,-0.0427739399810491
2018-10-22,momentum_20,120,-0.04494612328172926
2018-10-23,momentum_20,120,-0.04565230778332215
2018-10-24,momentum_20,120,-0.04486201109628719
2018-10-25,momentum_20,120,-0.04732690196989482
2018-10-26,momentum_20,120,-0.049484997946332716
2018-10-29,momentum_20,120,-0.052212143171946696
2018-10-30,momentum_20,120,-0.055231614339422586
2018-10-31,momentum_20,120,-0.05783004358211761
2018-11-01,momentum_20,120,-0.059834864882251274
2018-11-02,momentum_20,120,-0.059935584291310386
2018-11-05,momentum_20,120,-0.06040283945738147
2018-11-06,momentum_20,120,-0.060889936773001606
2018-11-07,momentum_20,120,-0.06050941729206124
2018-11-08,momentum_20,120,-0.05967765976305904
2018-11-09,momentum_20,120,-0.056548245077928154
2018-11-12,momentum_20,120,-0.05452531957004521
2018-11-13,momentum_20,120,-0.05571935334739405
2018-11-14,momentum_20,120,-0.05773677617132628
2018-11-15,momentum_20,120,-0.058710544180527326
2018-11-16,momentum_20,120,-0.06053891591366542
2018-11-19,momentum_20,120,-0.06215298349530314
2018-11-20,momentum_20,120,-0.06157311244282529
2018-11-21,momentum_20,120,-0.06166640474418585
2018-11-22,momentum_20,120,-0.06347323105605446
2018-11-23,momentum_20,120,-0.06486014030751906
2018-11-26,momentum_20,120,-0.06570976894935007
2018-11-27,momentum_20,120,-0.0671630971307999
2018-11-28,momentum_20,120,-0.06936952560116172
2018-11-29,momentum_20,120,-0.07350361033733907
2018-11-30,momentum_20,120,-0.07563647908541041
2018-12-03,momentum_20,120,-0.0757186573494402
2018-12-04,momentum_20,120,-0.0750179846784941
2018-12-05,momentum_20,120,-0.07618098286492242
2018-12-06,momentum_20,120,-0.07684599702847023
2018-12-07,momentum_20,120,-0.079655303581929
2018-12-10,momentum_20,120,-0.08336184460655359
2018-12-11,momentum_20,120,-0.08715234959315521
2018-12-12,momentum_20,120,-0.08758032610380088
2018-12-13,momentum_20,120,-0.08770544336198347
2018-12-14,momentum_20,120,-0.08654841516413644
2018-12-17,momentum_20,120,-0.08390816551872517
2018-12-18,momentum_20,120,-0.08095963690471608
2018-12-19,momentum_20,120,-0.07762880751252059
2018-12-20,momentum_20,120,-0.07558022056924162
2018-12-21,momentum_20,120,-0.07391368766085557
2018-12-24,momentum_20,120,-0.07189273491390115
2018-12-25,momentum_20,120,-0.07327732269624711
2018-12-26,momentum_20,120,-0.07509461433806648
2018-12-27,momentum_20,120,-0.07684654411106262
2018-12-28,momentum_20,120,-0.07781255142423248
2019-01-02,momentum_20,120,-0.08079848921760645
2019-01-03,momentum_20,120,-0.08294516149847722
2019-01-04,momentum_20,120,-0.08429317398003738
2019-01-07,momentum_20,120,-0.08358505277769977
2019-01-08,momentum_20,120,-0.08370483573561051
2019-01-09,momentum_20,120,-0.08354009307596012
2019-01-10,momentum_20,120,-0.08332346973532277
2019-01-11,momentum_20,120,-0.08265624022492428
2019-01-14,momentum_20,120,-0.08410915560423296
2019-01-15,momentum_20,120,-0.08335602644866384
2019-01-16,momentum_20,120,-0.08051620784994706
2019-01-17,momentum_20,120,-0.07735132886994348
2019-01-18,momentum_20,120,-0.0762928168113227
2019-01-21,momentum_20,120,-0.07298477771188493
2019-01-22,momentum_20,120,-0.07006870538285911
2019-01-23,momentum_20,120,-0.06824436555393364
2019-01-24,momentum_20,120,-0.0678925560619008
2019-01-25,momentum_20,120,-0.06823865979615219
2019-01-28,momentum_20,120,-0.06852785407982934
2019-01-29,momentum_20,120,-0.06869965585821931
2019-01-30,momentum_20,120,-0.06933114534046007
2019-01-31,momentum_20,120,-0.06923610572067711
2019-02-01,momentum_20,120,-0.07033206467414117
2019-02-11,momentum_20,120,-0.07056218460460585
2019-02-12,momentum_20,120,-0.07244898119376629
2019-02-13,momentum_20,120,-0.0760963729712574
2019-02-14,momentum_20,120,-0.08111411490324207
2019-02-15,momentum_20,120,-0.08276283316717216
2019-02-18,momentum_20,120,-0.08443211973548434
2019-02-19,momentum_20,120,-0.08582195813120386
2019-02-20,momentum_20,120,-0.08540038728401741
2019-02-21,momentum_20,120,-0.08403605674983483
2019-02-22,momentum_20,120,-0.08379872931671745
2019-02-25,momentum_20,120,-0.08442944201877325
2019-02-26,momentum_20,120,-0.08207316598338504
2019-02-27,momentum_20,120,-0.08149420119324352
